AAG ORDER NUMBER,CUSTOMER NAME,ORDER DATE PO RECEIVED,CUSTOMER ALT PO,AAG SEASON,CUSTOMER SEASON,DROP,MONTH,RANGE / COLLECTION,PROMO GROUP / CAMPAIGN (HOT 30/GLOBAL EDIT,CATEGORY,PATTERN ID,MAKE OR BUY,PLANNER,ORIGINAL ALIAS/RELATED ITEM,PRICING ALIAS/RELATED ITEM,ALIAS/RELATED ITEM,CUSTOMER STYLE,CUSTOMER''S COLOUR CODE (CUSTOM FIELD) CUSTOMER PROVIDES THIS,ACTIVE,All,Multiple Items,FACILITY CODE,BULK AGREEMENT NUMBER,Sum of TOTAL QTY,BULK AGREEMENT DESCRIPTION,CUSTOMER CODE,CO NUMBER - INITIAL DISTRO,CO NUMBER (INITIAL DISTRO),CO NUMBER (ALLOCATION DISTRO),CO NUMBER - ALLOCATION DISTRO,PO NUMBER,AAG SEASON CODE,INFOR MAKE/BUY CODE,PLANNER2,ITEM TYPE CODE,INFOR ITEM TYPE CODE,PRODUCT GROUP CODE,MAKE/BUY CODE,INFOR PRODUCT GROUP CODE,ITEM GROUP CODE,STYLE DESCRIPTION,INFOR ITEM GROUP CODE,GENDER GROUP CODE,INFOR GENDER GROUP CODE,FABRIC TYPE CODE,INFOR FABRIC TYPE CODE,CUSTOMER COLOUR DESCRIPTION,UNIT OF MEASURE,INFOR COLOUR CODE,XXXS,XXS,XS,S,S/M,M,M/L,L,L/XL,XL,XXL,XXXL,0,2,4,6,8,10,12,14,16,18,20,0-3M,3-6M,6-9M,9-12M,12-18M,18-24M,2T,3T,4T,5T,6T,30/30,30/32,32/30,32/32,34/30,34/32,36/30,36/32,32C,32D,32DD,34C,34D,34DD,36C,36D,36DD,OS,ONE SIZE,0w,10w,12w,1X,2/3,22,24,26,27,28,28-30L,29,2w,2X,2XL,30,30-30L,30-31L,30-32L,30X30,31,31/30,31/32,31-30L,31-31L,31-32L,31X30,32,32/34,32/36,32-30L,32-31L,32-32L,32DDD,32X30,33,33/30,33/32,33-30L,33-31L,33-32L,34,34/34,34-30L,34-31L,34-32L,34DDD,34X30,35,35/30,35/32,35-30L,35-31L,35-32L,36,36/34,36-30L,36-31L,36-32L,36DDD,36X30,38,38/30,38/32,38/34,38/36,38-30L,38-31L,38-32L,38C,38D,38DD,38DDD,38X30,3X,3XL,4/5,40,40/30,40/32,40-30L,40-31L,40X30,42,44,46,48,4w,4X,4XL,4XT,5,50,52,54,56,58,6/7,60,6w,7,8w,9,L(10-12),L(14-16),M(10-12),M(8-10),S(6-8),TOTAL QTY,ORDER TYPE,DESTINATION,DESTINATION WAREHOUSE,ALLOCATION (CHANNEL),SHOP NAME,COLLECTION DELIVERY,SHOP CODE,TRACKING NUMBER,ETA CUSTOMER WAREHOUSE DATE,EX FACTORY DATE,DELIVERY TERMS,PLANNED DELIVERY METHOD,DELIVERY CODE (MODL),NOTES,VALIDATION,VALIDATION2,VALIDATION3,VALIDATION4,CUSTOMER PRICE,USA ONLY LSTP 75% EX WORKS,EX WORKS (USD),ADMINISTRATION FEE,DESIGN FEE,FX CHARGE,HANDLING,PNP,SURCHARGE FEE,DISCOUNT,FINAL FOB (USD),HS CODE,US DUTY RATE,US DUTY,FREIGHT,US TARIFF RATE,US TARIFF,DDP US (USD),UK DUTY RATE,UK FREIGHT,UK INSURANCE,UK CIF,UK DUTY,DDP UK (USD),CAN DUTY RATE,CAN DUTY,DDP CAN (USD),SMS PRICE USD,FINAL PRICES Y/N,NOTES FOR PRICE,PRICING NOTES,Delta,Warehouse,ORTP (ORDER TYPE),Longson Alias,BUAR (BUSINESS AREA UNIT),ADID,record_uuid
GRE-01914,GREYSON CLOTHIERS,7/12/2022,,,2023 FALL,DROP 02,,,,,,MANUFACTURED,,,,,MFA23K74,,,,,,,,,,,,,,3160,,,,,,,,,,COKATO HOODIE,,,,,,391 - IONA,PCE,,,,,31,,106,,126,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2023 0:00,30/06/2023 0:00,DDP,SEA,,ADDED 15.5.23 UPDATED QTY 18.5.23,3160MFA23K74391 - IONA371,,,,,32.04,42.72,0.2,,0.61,0.1,,,,43.63,6110.30.30.41,0.32,10.25,,0.075,2.4,56.28,,,,,,,,,,112.56,Y,SN UPDATE PRICE 22.2.23 PRICES CONFIRMED 22.5.23,,,,,,,,82997A52-E9D2-43E9-818C-4A8DB93876AC
GRE-01915,GREYSON CLOTHIERS,4/11/2022,,,2023 FALL,DROP 01,,,,,,MANUFACTURED,,,,,MFA23B20,,,,,,,,,,,,,,3094,,,,,,,,,,MONTAUK SHORT,,,,,,474 - CLOUD,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,16,,,,,,,108,,,,,,,,52,,,,,,144,,,,,,,44,,,,,,120,,,,,,,55,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,ACTIVE,"WHIPLASH, OH",,,,,,,5/07/2023 0:00,28/04/2023 0:00,DDP,SEA,,ADDED 9.11.22 UPDATED QTY 9.12.22 UPDATED SEASON AND DROP 10.1.23 UPDATED SHIPMODE 6.3.23,3094MFA23B20474 - CLOUD585,,,,28.05,16.06,21.41,0.2,,0.61,0.1,,,,22.32,6103.43.15.50,0.282,4.53,,0.075,1.2,28.05,,,,,,,,,,56.1,Y,SN UPDATE PRICE 22.2.23  PRICES CONFIRMED 15.3.23,,,,,,,,BD86729C-8188-4F8C-B170-E66574216E62
GRE-01916,GREYSON CLOTHIERS,4/11/2022,,,2023 FALL,DROP 01,,,,,,MANUFACTURED,,,,,MFA23B20,,,,,,,,,,,,,,3094,,,,,,,,,,MONTAUK SHORT,,,,,,489 - SEA,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,17,,,,,,,109,,,,,,,,52,,,,,,146,,,,,,,47,,,,,,122,,,,,,,56,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,ACTIVE,"WHIPLASH, OH",,,,,,,5/07/2023 0:00,28/04/2023 0:00,DDP,SEA,,ADDED 9.11.22 UPDATED QTY 9.12.22 UPDATED SEASON AND DROP 10.1.23 UPDATED SHIPMODE 6.3.23,3094MFA23B20489 - SEA595,,,,28.05,16.06,21.41,0.2,,0.61,0.1,,,,22.32,6103.43.15.50,0.282,4.53,,0.075,1.2,28.05,,,,,,,,,,56.1,Y,SN UPDATE PRICE 22.2.23  PRICES CONFIRMED 15.3.23,,,,,,,,2B335B5E-5341-4839-A533-A0C07B223E1A
GRE-01917,GREYSON CLOTHIERS,7/12/2022,,,2023 FALL,DROP 02,,,,,,MANUFACTURED,,,,,MFA23B20,,,,,,,,,,,,,,3160,,,,,,,,,,MONTAUK SHORT,,,,,,822 - ORCHARD,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,9,,,,,,,45,,,,,,,,25,,,,,,58,,,,,,,20,,,,,,50,,,,,,,23,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2023 0:00,30/06/2023 0:00,DDP,SEA,,ADDED 8.12.22 UPDATED QTY 4.1.23 UPDATED QTY 13.2.23 UPDATED SHIPMODE 15.5.23,3160MFA23B20822 - ORCHARD250,,,,,16.06,21.41,0.2,,0.61,0.1,,,,22.32,6103.43.15.50,0.282,4.53,,0.075,1.2,28.05,,,,,,,,,,56.1,Y,SN UPDATE PRICE 22.2.23 PRICES CONFIRMED 22.5.23,,,,,,,,CE82E751-E0B1-42A3-B1FA-998294149161
GRE-01918,GREYSON CLOTHIERS,7/12/2022,,,2023 FALL,DROP 02,,,,,,MANUFACTURED,,,,,MFA23B20,,,,,,,,,,,,,,3160,,,,,,,,,,MONTAUK SHORT,,,,,,391 - IONA,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,11,,,,,,,61,,,,,,,,34,,,,,,68,,,,,,,15,,,,,,61,,,,,,,25,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2023 0:00,30/06/2023 0:00,DDP,SEA,,ADDED 8.12.22 UPDATED SEASON 10.1.23 UPDATED QTY 13.2.23 UPDATED QTY 4.4.23 UPDATED QTY 13.4.23  UPDATED SHIPMODE 15.5.23,3160MFA23B20391 - IONA300,,,,,16.06,21.41,0.2,,0.61,0.1,,,,22.32,6103.43.15.50,0.282,4.53,,0.075,1.2,28.05,,,,,,,,,,56.1,Y,SN UPDATE PRICE 22.2.23 PRICES CONFIRMED 22.5.23,,,,,,,,7781ADA6-F802-4A4B-B5AC-F9B9F8766902
GRE-01919,GREYSON CLOTHIERS,7/12/2022,,,2023 FALL,DROP 02,,,,,,MANUFACTURED,,,,,MSP22B23,,,,,,,,,,,,,,3160,,,,,,,,,,SEQUOIA SHORT,,,,,,256 - OWL,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,10,,,,,,,76,,,,,,,,30,,,,,,98,,,,,,,9,,,,,,109,,,,,,,38,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2023 0:00,16/06/2023 0:00,DDP,SEA,,ADDED 8.12.22 UPDATED SEASON 10.1.23 UPDATED SHIPMODE 15.5.23,3160MSP22B23256 - OWL400,,,,,26.72,35.62,0.2,,0.61,0.1,,,,36.53,6103.43.15.50,0.282,7.54,,0.075,2,46.07,,,,,,,,,,92.14,Y,1.5 AH ADDED PRICES CONFIRMED 22.5.23,,,,,,,,A0929EEE-2C3F-4E1E-B22A-E10A197BFE64
GRE-01920,GREYSON CLOTHIERS,7/12/2022,,,2023 FALL,DROP 02,,,,,,MANUFACTURED,,,,,MFA22B23,,,,,,,,,,,,,,3160,,,,,,,,,,SEQUOIA SHORT,,,,,,417 - MALTESE BLUE,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,15,,,,,,,136,,,,,,,,74,,,,,,155,,,,,,,15,,,,,,159,,,,,,,89,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2023 0:00,16/06/2023 0:00,DDP,SEA,,ADDED 8.12.22 UPDATED STYLE NUMBER 10.1.23 UPDATED SHIPMODE 15.5.23,3160MFA22B23417 - MALTESE BLUE700,,,,,26.72,35.62,0.2,,0.61,0.1,,,,36.53,6103.43.15.50,0.282,7.54,,0.075,2,46.07,,,,,,,,,,92.14,y,1.5 AH ADDED PRICES CONFIRMED 22.5.23,,,,,,,,9EFD0160-0600-429C-8CDD-CFCD2B9F845B
GRE-01921,GREYSON CLOTHIERS,7/12/2022,,,2023 FALL,DROP 02,,,,,,MANUFACTURED,,,,,MFA23B68,,,,,,,,,,,,,,3160,,,,,,,,,,WAINSCOTT SHORT,,,,,,100 - ARCTIC,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,8,,,,,,,49,,,,,,,,26,,,,,,58,,,,,,,14,,,,,,52,,,,,,,23,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2023 0:00,2/06/2023 0:00,DDP,SEA,,ADDED 8.12.22 UPDATED SEASON 10.1.23 UPDATED SHIPMODE 15.5.23,3160MFA23B68100 - ARCTIC250,,,,,24.65,32.86,0.2,,0.61,0.1,,,,33.77,6203.43.90.30,0.279,6.88,,0.075,1.85,42.5,,,,,,,,,,85,Y,SN UPDATE PRICE 22.2.23 PRICES CONFIRMED 22.5.23,,,,,,,,BD1B9212-9F1E-472E-9F31-2FD25EE9F376
GRE-01922,GREYSON CLOTHIERS,7/12/2022,,,2023 FALL,DROP 02,,,,,,MANUFACTURED,,,,,MFA23B01,,,,,,,,,,,,,,3160,,,,,,,,,,MONTAUK TROUSER,,,,,,474 - CLOUD,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,70,,75,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,6,,,,,,,,,47,,,,,9,,,,,,,,31,,,,,9,,,,,,,,26,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2023 0:00,30/06/2023 0:00,DDP,SEA,,ADDED 8.12.22 UPDATED SEASON 10.1.23 UPDATED QTY 4.4.23 UPDATED SHIPMODE 15.5.23,3160MFA23B01474 - CLOUD365,,,,,20.46,27.28,0.2,,0.61,0.1,,,,28.19,6103.43.15.20,0.282,5.77,,0.075,1.53,35.49,,,,,,,,,,70.98,Y,SN UPDATE PRICE 22.2.23 PRICES CONFIRMED 22.5.23,,,,,,,,8885E2EE-6B3B-4318-ABFC-4E78F61CD0F6
GRE-01923,GREYSON CLOTHIERS,7/12/2022,,,2023 FALL,DROP 02,,,,,,MANUFACTURED,,,,,MFA23B01,,,,,,,,,,,,,,3160,,,,,,,,,,MONTAUK TROUSER,,,,,,391 - IONA,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,81,,88,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,6,,,,,,,,,49,,,,,12,,,,,,,,37,,,,,10,,,,,,,,38,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2023 0:00,30/06/2023 0:00,DDP,SEA,,ADDED 8.12.22 UPDATED QTY 4.1.23 UPDATED SEASON 10.1.23 UPDATED QTY 4.4.23 UPDATED SHIPMODE 15.5.23,3160MFA23B01391 - IONA450,,,,,20.46,27.28,0.2,,0.61,0.1,,,,28.19,6103.43.15.20,0.282,5.77,,0.075,1.53,35.49,,,,,,,,,,70.98,Y,SN UPDATE PRICE 22.2.23 PRICES CONFIRMED 22.5.23,,,,,,,,FEB06188-728A-47C6-A1AA-73F38EEFBD28
GRE-01924,GREYSON CLOTHIERS,7/12/2022,,,2023 FALL,DROP 02,,,,,,MANUFACTURED,,,,,MSP22B03,,,,,,,,,,,,,,3160,,,,,,,,,,SEQUOIA TROUSER,,,,,,051 - SMOKE HEATHER,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,75,,109,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,12,,,,,,,,,39,,,,,9,,,,,,,,28,,,,,8,,,,,,,,42,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2023 0:00,16/06/2023 0:00,DDP,SEA,,ADDED 8.12.22 UPDATED SEASON 10.1.23 UPDATED QTY 4.4.23 UPDATED SHIPMODE 15.5.23,3160MSP22B03051 - SMOKE HEATHER450,,,,,39.12,52.16,0.2,,0.61,0.1,,,,53.07,6103.43.15.20,0.282,11.03,,0.075,2.93,67.03,,,,,,,,,,134.06,Y,SN UPDATE PRICE 22.2.23 PRICES CONFIRMED 22.5.23,,,,,,,,44811826-BE82-4279-91B0-F07D00483F54
GRE-01925,GREYSON CLOTHIERS,7/12/2022,,,2023 FALL,DROP 02,,,,,,MANUFACTURED,,,,,MFA23B04,,,,,,,,,,,,,,3160,,,,,,,,,,APALOOSA TROUSER,,,,,,489 - SEA,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,46,,51,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,5,,,,,,,,,31,,,,,6,,,,,,,,20,,,,,7,,,,,,,,19,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2023 0:00,2/06/2023 0:00,DDP,SEA,,ADDED 8.12.22 UPDATED SEASON 10.1.23 UPDATED SHIPMODE 15.5.23,3160MFA23B04489 - SEA250,,,,,46.58,62.1,0.2,,0.61,0.1,,,,63.01,6203.42.45.16,0.166,7.73,,0.075,3.49,74.23,,,,,,,,,,148.46,Y,SN UPDATE PRICE 22.2.23 PRICES CONFIRMED 22.5.23,,,,,,,,7FCC535C-0B77-4D12-89BE-F4F799E08231
GRE-01926,GREYSON CLOTHIERS,7/12/2022,,,2023 FALL,DROP 02,,,,,,MANUFACTURED,,,,,MFA23B50,,,,,,,,,,,,,,3160,,,,,,,,,,MONTAUK JOGGER,,,,,,391 - IONA,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,22,,,,,,,112,,,,,,,,49,,,,,,118,,,,,,,39,,,,,,80,,,,,,,34,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2023 0:00,30/06/2023 0:00,DDP,SEA,,ADDED 8.12.22 UPDATED SEASON 10.1.23 UPDATED SHIPMODE 15.5.23,3160MFA23B50391 - IONA500,,,,,20.35,27.13,0.2,,0.61,0.1,,,,28.04,6103.43.15.20,0.282,5.74,,0.075,1.53,35.31,,,,,,,,,,70.62,Y,SN UPDATE PRICE 22.2.23 PRICES CONFIRMED 22.5.23,,,,,,,,E808016B-F3CC-42C7-993C-5E2E500026F3
GRE-01927,GREYSON CLOTHIERS,8/03/2023,,2024 SPRING,2024 SPRING,HOLIDAY,,,,,,MANUFACTURED,,,,,MSP24B20,,,,,,,,,,,,,,3229,,,,,,,,,,MONTAUK SHORT,,,,,,226 - JESPER,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,10,,,,,,,60,,,,,,,,31,,,,,,75,,,,,,,17,,,,,,66,,,,,,,30,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,ACTIVE,"WHIPLASH, OH",,,,,,,5/10/2023 0:00,,DDP,SEA,,ADDED 9.3.23 UPDATED QTY 20.3.23 UPDATED SHIPMODE 28.6.23; DROP ADDED 25.08.23,3229MSP24B20226 - JESPER315,,,,,16.06,21.41,0.2,,0.61,0.1,,,,22.32,6103.43.15.20,0.282,4.53,,0.075,1.2,28.05,,,,,,,,,,56.1,Y,ADDED PRICES 24.7.23,,,,,,,,B578E012-3EB3-4363-AEEB-6C11C39AF21F
GRE-01928,GREYSON CLOTHIERS,8/03/2023,,2024 SPRING,2024 SPRING,HOLIDAY,,,,,,MANUFACTURED,,,,,MSP24B20,,,,,,,,,,,,,,3229,,,,,,,,,,MONTAUK SHORT,,,,,,717 - TOADFLAX,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,8,,,,,,,48,,,,,,,,26,,,,,,58,,,,,,,14,,,,,,52,,,,,,,23,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,ACTIVE,"WHIPLASH, OH",,,,,,,5/10/2023 0:00,,DDP,SEA,,ADDED 9.3.23 UPDATED SHIPMODE 28.6.23; DROP ADDED 25.08.23,3229MSP24B20717 - TOADFLAX250,,,,,16.06,21.41,0.2,,0.61,0.1,,,,22.32,6103.43.15.20,0.282,4.53,,0.075,1.2,28.05,,,,,,,,,,56.1,Y,ADDED PRICES 24.7.23,,,,,,,,0BC7F61B-688E-447A-A6A3-6E39328152E7
GRE-01929,GREYSON CLOTHIERS,7/12/2022,,,2023 FALL,DROP 02,,,,,,MANUFACTURED,,,,,MFA23B64,,,,,,,,,,,,,,3160,,,,,,,,,,AMAGANSETT 5-POCKET PANT,,,,,,474 - CLOUD,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,59,,65,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,7,,,,,,,,,42,,,,,8,,,,,,,,27,,,,,10,,,,,,,,23,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2023 0:00,23/06/2023 0:00,DDP,SEA,,ADDED 8.12.22 UPDATED SEASON 10.1.23 UPDATED STYLE DESCRIPTION 27.3.23 UPDATED SHIPMODE 15.5.23,3160MFA23B64474 - CLOUD325,,,,,36.89,49.19,0.2,,0.61,0.1,,,,50.1,6203.42.45.16,0.166,6.12,,0.075,2.77,58.99,,,,,,,,,,117.98,Y,SN UPDATE PRICE 22.2.23 PRICES CONFIRMED 22.5.23,,,,,,,,119EE308-8D76-4CC7-8FF5-530DB6C22175
GRE-01930,GREYSON CLOTHIERS,,,,2022 FALL,DROP 2,,,,,,MANUFACTURED,,,,,LFA22B08,,,,,,,,,,,,,,2658,,,,,,,,,,LEO SKIRT,,,,,,541 - DOVE,PCE,,,,14,25,,25,,15,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,ACTIVE,USA-MSL,,,,,,,,8/08/2022 0:00,DDP,AIR,,Added 12.7.22,2658LFA22B08541 - DOVE89,,,,,16.66,22.21,0.2,,0.61,0.1,,,,23.12,6204.53.30.10,0.16,2.67,,0.075,1.25,27.04,,,,,,,,,,54.08,Y,SN CHECKED PRICE 14.11.22 (REF LFA22B09),,,,,,,,65C95D37-72BD-4FDA-8131-D4CB8986B041
GRE-01931,GREYSON CLOTHIERS,,,,2022 FALL,DROP 2,,,,,,MANUFACTURED,,,,,LFA22B08,,,,,,,,,,,,,,2658,,,,,,,,,,LEO SKIRT,,,,,,541 - DOVE,PCE,,,,14,48,,46,,30,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,ACTIVE,USA-MSL,,,,,,,,8/08/2022 0:00,DDP,SEA,,Added 13.1.22 style code updated 25.5.22 qty & ship mode updated 12.7.22,2658LFA22B08541 - DOVE151,,,,,16.66,22.21,0.2,,0.61,0.1,,,,23.12,6204.53.30.10,0.16,2.67,,0.075,1.25,27.04,,,,,,,,,,54.08,Y,SN CHECKED PRICE 14.11.22 (REF LFA22B09),,,,,,,,043285DC-2D33-4F2A-A6C4-76AC05BD4398
GRE-01932,GREYSON CLOTHIERS,,,,2022 FALL,DROP 2,,,,,,MANUFACTURED,,,,,LFA22B10M,,,,,,,,,,,,,,2658,,,,,,,,,,SOLEIL MELANGE LEGGING,,,,,,051 - SMOKE HEATHER,PCE,,,,40,75,,70,,40,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,ACTIVE,USA-MSL,,,,,,,,8/08/2022 0:00,DDP,AIR,,Added 12.7.22,2658LFA22B10M051 - SMOKE HEATHER257,,,,,22.44,29.92,0.2,,0.61,0.1,,,,30.83,6104.63.20.06,0.282,6.33,,0.075,1.68,38.84,,,,,,,,,,77.68,Y,SHIRLEY CHECKED 08.11.22,,,,,,,,073A97EE-83FC-475B-9E67-A1F4FEBE352E
GRE-01933,GREYSON CLOTHIERS,,,,2022 FALL,DROP 2,,,,,,MANUFACTURED,,,,,LFA22B10M,,,,,,,,,,,,,,2658,,,,,,,,,,SOLEIL MELANGE LEGGING,,,,,,051 - SMOKE HEATHER,PCE,,,,26,82,,66,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,ACTIVE,USA-MSL,,,,,,,,8/08/2022 0:00,DDP,SEA,,Added 13.1.22 Style code updated 4.3.22 qty & ship mode updated 12.7.22,2658LFA22B10M051 - SMOKE HEATHER213,,,,,22.44,29.92,0.2,,0.61,0.1,,,,30.83,6104.63.20.06,0.282,6.33,,0.075,1.68,38.84,,,,,,,,,,77.68,Y,SHIRLEY CHECKED 08.11.22,,,,,,,,7CAF4B6F-8CD4-49A4-926E-FA60D400562D
GRE-01934,GREYSON CLOTHIERS,,,,2022 FALL,DROP 2,,,,,,MANUFACTURED,,,,,LFA22B14B,,,,,,,,,,,,,,2658,,,,,,,,,,LUNA DIAMONDS ALL DAY SHORT,,,,,,050 - LIGHT GREY HEATHER,PCE,,,,20,40,,35,,20,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,ACTIVE,USA-MSL,,,,,,,,8/08/2022 0:00,DDP,AIR,,Added 12.7.22,2658LFA22B14B050 - LIGHT GREY HEATHER132,,,,,12.4,16.53,0.2,,0.61,0.1,,,,17.44,6104.63.20.30,0.282,3.5,,0.075,0.93,21.87,,,,,,,,,,43.74,Y,SHIRLEY CHECKED 08.11.22,,,,,,,,D443CFE6-1331-4633-BAF7-085B684CC789
